,Producto,Precio,Unidades Vendidas,Ciudad,Genero Comprador,Satisfacción Cliente,Tiempo de Envío (días),Total Ventas
2636,Teclado,785,242,Madrid,M,4,4,189970
2637,Smartphone,87,143,Barcelona,M,1,1,12441
2638,Mouse,354,145,Madrid,F,9,13,51330
2639,Mouse,1952,224,Portugal,M,9,2,437248
2640,Mouse,1059,18,Portugal,F,3,11,19062
2641,Laptop,1512,263,Barcelona,M,3,14,397656
2642,Laptop,1311,162,Valencia,F,7,11,212382
2643,Monitor,1742,193,Madrid,F,3,5,336206
2644,Audifonos,1818,117,Valencia,M,5,13,212706
2645,Teclado,1366,294,Barcelona,M,1,14,401604
2646,Monitor,723,158,Madrid,F,8,7,114234
2647,Monitor,383,227,Valencia,F,2,9,86941
2648,Laptop,1916,117,Barcelona,M,6,4,224172
2649,Laptop,1502,151,Madrid,F,5,8,226802
2650,Audifonos,562,80,Portugal,M,9,10,44960
2651,Teclado,1285,105,Valencia,F,2,5,134925
2652,Monitor,207,14,Valencia,F,3,7,2898
2653,Laptop,1893,27,Madrid,M,3,2,51111
2654,Monitor,1850,59,Valencia,F,9,11,109150
2655,Laptop,852,93,Valencia,F,1,2,79236
2656,Monitor,1932,296,Madrid,M,6,3,571872
2657,Laptop,1633,146,Valencia,M,6,3,238418
2658,Audifonos,335,150,Valencia,M,5,11,50250
2659,Teclado,1035,299,Valencia,M,5,11,309465
2660,Audifonos,1557,264,Valencia,F,4,13,411048
2661,Teclado,1668,255,Barcelona,M,6,5,425340
2662,Audifonos,1069,56,Portugal,F,1,8,59864
2663,Monitor,1341,224,Valencia,M,6,7,300384
2664,Laptop,1478,119,Valencia,M,6,8,175882
2665,Teclado,572,36,Valencia,F,6,4,20592
2666,Smartphone,430,276,Barcelona,F,2,9,118680
2667,Mouse,785,85,Portugal,F,2,6,66725
2668,Laptop,705,17,Madrid,M,3,4,11985
2669,Smartphone,341,285,Valencia,F,5,4,97185
2670,Smartphone,1785,266,Valencia,M,7,12,474810
2671,Smartphone,503,170,Barcelona,M,7,11,85510
2672,Teclado,733,70,Madrid,M,5,8,51310
2673,Laptop,1091,274,Portugal,M,2,7,298934
2674,Laptop,199,227,Portugal,M,5,1,45173
2675,Mouse,386,268,Barcelona,F,5,10,103448
2676,Laptop,1592,261,Madrid,F,5,11,415512
2677,Laptop,190,219,Barcelona,F,7,2,41610
2678,Teclado,1179,85,Barcelona,F,1,2,100215
2679,Teclado,494,290,Valencia,F,2,8,143260
2680,Teclado,1249,248,Madrid,M,2,1,309752
2681,Teclado,572,265,Valencia,M,3,8,151580
2682,Teclado,619,90,Portugal,F,5,5,55710
2683,Audifonos,756,21,Portugal,F,2,14,15876
2684,Smartphone,1724,50,Barcelona,M,6,11,86200
2685,Teclado,378,16,Valencia,M,1,10,6048
2686,Smartphone,988,115,Portugal,F,1,6,113620
2687,Monitor,1671,27,Portugal,F,8,13,45117
2688,Monitor,306,274,Madrid,M,6,2,83844
2689,Mouse,1392,13,Madrid,M,1,11,18096
2690,Monitor,641,199,Madrid,M,8,12,127559
2691,Audifonos,1094,153,Valencia,M,4,4,167382
2692,Teclado,1862,138,Portugal,F,5,9,256956
2693,Smartphone,1590,157,Portugal,M,4,9,249630
2694,Monitor,578,298,Barcelona,M,1,5,172244
2695,Teclado,1136,94,Barcelona,F,5,7,106784
2696,Mouse,236,73,Barcelona,F,2,9,17228
2697,Teclado,285,16,Madrid,F,9,13,4560
2698,Laptop,921,28,Portugal,F,9,10,25788
2699,Mouse,517,88,Portugal,M,2,8,45496
2700,Mouse,1325,171,Valencia,F,7,5,226575
2701,Laptop,362,259,Barcelona,M,5,14,93758
2702,Mouse,1145,56,Madrid,F,9,1,64120
2703,Monitor,125,272,Madrid,M,7,1,34000
2704,Audifonos,1974,187,Portugal,F,6,12,369138
2705,Teclado,811,47,Barcelona,F,5,8,38117
2706,Monitor,1924,246,Portugal,F,9,4,473304
2707,Teclado,1725,154,Barcelona,F,4,12,265650
2708,Audifonos,732,165,Barcelona,F,3,13,120780
2709,Mouse,629,291,Madrid,F,5,11,183039
2710,Mouse,345,287,Barcelona,F,1,10,99015
2711,Laptop,531,23,Portugal,F,5,8,12213
2712,Mouse,1583,121,Valencia,M,7,10,191543
2713,Audifonos,1044,256,Portugal,M,1,12,267264
2714,Mouse,285,8,Barcelona,M,7,8,2280
2715,Mouse,1238,201,Portugal,F,7,5,248838
2716,Mouse,1256,247,Portugal,F,7,2,310232
2717,Teclado,1867,154,Madrid,M,5,3,287518
2718,Monitor,1946,159,Valencia,M,8,8,309414
2719,Mouse,719,276,Portugal,F,4,7,198444
2720,Laptop,1753,50,Portugal,F,9,12,87650
2721,Teclado,1031,118,Madrid,M,8,10,121658
2722,Mouse,127,81,Valencia,F,2,5,10287
2723,Laptop,464,197,Portugal,F,1,5,91408
2724,Mouse,1702,190,Portugal,M,6,10,323380
2725,Smartphone,744,236,Madrid,M,9,11,175584
2726,Laptop,1200,98,Madrid,F,4,9,117600
2727,Monitor,764,92,Valencia,M,2,5,70288
2728,Audifonos,938,298,Portugal,M,9,6,279524
2729,Laptop,1199,170,Barcelona,M,4,6,203830
2730,Teclado,82,250,Barcelona,F,9,11,20500
2731,Monitor,1844,240,Madrid,F,2,2,442560
2732,Monitor,1745,182,Valencia,F,3,6,317590
2733,Laptop,1989,81,Barcelona,F,9,11,161109
2734,Teclado,1915,4,Barcelona,M,9,4,7660
2735,Smartphone,550,297,Portugal,F,4,6,163350
2736,Audifonos,910,220,Valencia,M,9,3,200200
2737,Smartphone,1662,298,Barcelona,F,5,13,495276
2738,Laptop,973,22,Madrid,M,2,8,21406
2739,Laptop,1113,131,Portugal,F,7,9,145803
2740,Audifonos,968,183,Valencia,F,7,9,177144
2741,Teclado,939,74,Barcelona,M,8,7,69486
2742,Smartphone,569,196,Valencia,M,6,6,111524
2743,Mouse,591,69,Barcelona,F,6,14,40779
2744,Monitor,1910,263,Portugal,F,4,6,502330
2745,Smartphone,1308,263,Valencia,F,4,14,344004
2746,Audifonos,1082,281,Madrid,F,5,3,304042
2747,Smartphone,1063,214,Valencia,F,3,4,227482
2748,Laptop,1797,160,Valencia,F,7,4,287520
2749,Audifonos,1315,184,Valencia,M,9,6,241960
2750,Laptop,1976,272,Portugal,M,7,8,537472
2751,Smartphone,230,169,Madrid,M,2,13,38870
2752,Teclado,537,61,Barcelona,F,2,11,32757
2753,Mouse,592,172,Valencia,F,6,8,101824
2754,Monitor,1501,47,Portugal,F,9,13,70547
2755,Monitor,285,241,Madrid,F,8,4,68685
2756,Mouse,1978,27,Portugal,F,4,14,53406
2757,Smartphone,349,201,Portugal,F,9,8,70149
2758,Teclado,204,67,Barcelona,F,3,14,13668
2759,Audifonos,1001,118,Barcelona,F,6,7,118118
2760,Monitor,1234,64,Valencia,F,8,7,78976
2761,Mouse,1562,138,Madrid,F,5,2,215556
2762,Teclado,490,130,Madrid,M,6,6,63700
2763,Mouse,1716,183,Valencia,F,3,6,314028
2764,Monitor,1813,247,Madrid,F,9,2,447811
2765,Monitor,797,227,Portugal,M,8,11,180919
2766,Monitor,1097,108,Portugal,F,6,11,118476
2767,Monitor,1559,287,Barcelona,M,9,11,447433
2768,Audifonos,803,91,Barcelona,M,6,4,73073
2769,Monitor,175,89,Portugal,M,5,5,15575
2770,Teclado,56,269,Barcelona,M,2,10,15064
2771,Audifonos,634,169,Valencia,M,8,10,107146
2772,Smartphone,179,172,Valencia,M,4,8,30788
2773,Mouse,1336,260,Valencia,F,9,4,347360
2774,Teclado,950,227,Barcelona,F,5,3,215650
2775,Teclado,1540,241,Barcelona,F,2,12,371140
2776,Teclado,274,190,Portugal,F,1,11,52060
2777,Teclado,738,240,Valencia,F,4,8,177120
2778,Smartphone,1397,92,Barcelona,M,6,3,128524
2779,Teclado,844,121,Madrid,M,6,11,102124
2780,Monitor,918,33,Valencia,F,8,1,30294
2781,Monitor,1165,102,Madrid,M,7,12,118830
2782,Mouse,1177,108,Madrid,F,1,10,127116
2783,Mouse,616,80,Valencia,M,4,1,49280
2784,Monitor,162,31,Valencia,M,5,5,5022
2785,Teclado,721,55,Barcelona,M,9,11,39655
2786,Monitor,831,142,Portugal,M,9,10,118002
2787,Mouse,54,88,Portugal,M,8,2,4752
2788,Audifonos,1892,132,Portugal,F,8,8,249744
2789,Mouse,1547,118,Barcelona,F,2,5,182546
2790,Mouse,1846,259,Barcelona,F,7,3,478114
2791,Laptop,118,3,Barcelona,M,3,6,354
2792,Teclado,477,161,Valencia,F,4,11,76797
2793,Mouse,141,152,Portugal,F,6,9,21432
2794,Mouse,1012,87,Barcelona,M,9,6,88044
2795,Audifonos,1663,180,Valencia,F,7,2,299340
2796,Monitor,338,195,Portugal,M,3,5,65910
2797,Smartphone,1006,23,Barcelona,F,5,3,23138
2798,Smartphone,1600,217,Portugal,F,9,1,347200
2799,Teclado,425,64,Portugal,F,4,5,27200
2800,Mouse,882,248,Valencia,F,8,2,218736
2801,Monitor,1896,211,Barcelona,F,5,1,400056
2802,Mouse,110,185,Madrid,F,7,5,20350
2803,Mouse,77,71,Valencia,M,9,9,5467
2804,Mouse,872,167,Valencia,F,5,14,145624
2805,Smartphone,1134,60,Portugal,F,5,8,68040
2806,Monitor,1143,238,Portugal,F,7,8,272034
2807,Audifonos,1925,75,Valencia,M,6,7,144375
2808,Laptop,1733,132,Portugal,M,1,7,228756
2809,Smartphone,1562,275,Barcelona,F,2,1,429550
2810,Teclado,239,55,Barcelona,F,8,11,13145
2811,Laptop,741,69,Madrid,M,2,8,51129
2812,Mouse,1981,150,Portugal,F,5,6,297150
2813,Smartphone,1557,165,Barcelona,F,1,10,256905
2814,Smartphone,731,140,Portugal,M,8,9,102340
2815,Smartphone,460,183,Madrid,F,4,1,84180
2816,Audifonos,178,167,Valencia,M,1,6,29726
2817,Smartphone,800,31,Valencia,M,1,9,24800
2818,Smartphone,1896,233,Portugal,F,8,10,441768
2819,Mouse,1120,124,Portugal,F,4,10,138880
2820,Mouse,448,225,Barcelona,F,8,6,100800
2821,Audifonos,833,230,Valencia,F,9,9,191590
2822,Mouse,1489,78,Valencia,F,2,14,116142
2823,Laptop,1192,33,Valencia,F,3,2,39336
2824,Smartphone,1730,38,Madrid,F,1,1,65740
2825,Smartphone,1380,78,Barcelona,F,5,9,107640
2826,Mouse,1000,62,Valencia,M,1,1,62000
2827,Audifonos,1604,299,Madrid,F,4,10,479596
2828,Audifonos,1082,260,Barcelona,F,7,10,281320
2829,Teclado,686,37,Portugal,F,1,8,25382
2830,Smartphone,1491,224,Madrid,M,7,9,333984
2831,Audifonos,696,4,Portugal,M,8,3,2784
2832,Audifonos,960,278,Portugal,M,1,10,266880
2833,Mouse,1831,87,Barcelona,M,7,4,159297
2834,Teclado,317,239,Portugal,M,3,11,75763
2835,Mouse,78,252,Barcelona,M,3,8,19656
2836,Laptop,1797,183,Madrid,M,6,5,328851
2837,Mouse,1376,27,Madrid,M,1,3,37152
2838,Audifonos,1372,120,Madrid,F,3,1,164640
2839,Audifonos,1731,106,Portugal,M,3,6,183486
2840,Audifonos,1967,266,Madrid,M,4,1,523222
2841,Teclado,889,68,Portugal,F,1,14,60452
2842,Audifonos,1827,112,Portugal,M,6,8,204624
2843,Audifonos,127,145,Barcelona,M,3,6,18415
2844,Teclado,61,188,Portugal,M,4,11,11468
2845,Mouse,1884,126,Barcelona,F,6,5,237384
2846,Smartphone,1975,100,Madrid,M,9,9,197500
2847,Laptop,198,86,Madrid,M,8,8,17028
2848,Smartphone,913,152,Portugal,M,1,6,138776
2849,Monitor,1956,191,Madrid,M,7,6,373596
2850,Laptop,1595,275,Madrid,M,7,1,438625
2851,Monitor,1021,23,Madrid,M,4,1,23483
2852,Monitor,1145,124,Portugal,F,2,5,141980
2853,Teclado,1605,32,Portugal,M,4,11,51360
2854,Laptop,945,225,Valencia,M,9,10,212625
2855,Laptop,1715,247,Madrid,M,5,4,423605
2856,Laptop,1529,213,Valencia,M,7,6,325677
2857,Mouse,1910,149,Valencia,M,4,9,284590
2858,Teclado,308,38,Portugal,M,3,2,11704
2859,Smartphone,776,233,Madrid,F,6,7,180808
2860,Mouse,516,109,Valencia,M,7,7,56244
2861,Monitor,1527,91,Barcelona,F,2,10,138957
2862,Mouse,857,120,Barcelona,M,6,10,102840
2863,Teclado,831,109,Portugal,M,4,11,90579
2864,Laptop,418,208,Madrid,M,3,3,86944
2865,Audifonos,1583,232,Barcelona,F,4,3,367256
2866,Smartphone,460,54,Valencia,M,5,10,24840
2867,Mouse,165,71,Barcelona,F,6,3,11715
2868,Smartphone,1305,217,Portugal,F,3,4,283185
2869,Teclado,1900,123,Barcelona,F,7,9,233700
2870,Monitor,672,196,Portugal,M,5,7,131712
2871,Mouse,794,27,Barcelona,F,9,2,21438
2872,Smartphone,88,16,Madrid,M,6,11,1408
2873,Laptop,598,277,Valencia,M,8,10,165646
2874,Monitor,130,227,Portugal,F,3,4,29510
2875,Mouse,809,72,Valencia,M,2,7,58248
2876,Smartphone,708,32,Madrid,F,8,3,22656
2877,Laptop,1533,65,Madrid,M,3,11,99645
2878,Smartphone,1799,76,Portugal,M,6,1,136724
2879,Teclado,1844,159,Valencia,M,9,6,293196
2880,Monitor,749,147,Portugal,M,4,12,110103
2881,Mouse,1411,31,Madrid,F,5,4,43741
2882,Monitor,474,28,Barcelona,M,6,1,13272
2883,Smartphone,1028,71,Barcelona,F,2,12,72988
2884,Monitor,1139,239,Madrid,M,8,6,272221
2885,Monitor,259,161,Valencia,M,6,11,41699
2886,Monitor,1269,21,Madrid,M,4,5,26649
2887,Smartphone,1448,187,Portugal,F,2,9,270776
2888,Smartphone,1371,197,Madrid,M,9,14,270087
2889,Smartphone,1531,216,Portugal,M,6,11,330696
2890,Monitor,1001,259,Barcelona,M,3,14,259259
2891,Audifonos,740,288,Portugal,F,1,5,213120
2892,Audifonos,176,275,Portugal,M,1,1,48400
2893,Audifonos,1326,149,Portugal,M,1,4,197574
2894,Audifonos,1406,29,Valencia,F,2,7,40774
2895,Laptop,381,124,Madrid,M,8,6,47244
2896,Laptop,317,297,Portugal,F,5,5,94149
2897,Smartphone,1553,96,Valencia,F,2,1,149088
2898,Monitor,1664,184,Barcelona,F,9,3,306176
2899,Teclado,1388,1,Madrid,M,3,14,1388
2900,Monitor,1606,21,Valencia,M,7,5,33726
2901,Laptop,250,64,Barcelona,F,2,1,16000
2902,Smartphone,949,62,Barcelona,M,5,3,58838
2903,Laptop,222,253,Madrid,F,8,13,56166
2904,Smartphone,1088,109,Madrid,F,3,3,118592
2905,Teclado,786,30,Madrid,F,6,3,23580
2906,Audifonos,1785,104,Portugal,F,3,13,185640
2907,Laptop,282,230,Valencia,F,7,12,64860
2908,Mouse,1813,297,Barcelona,F,6,14,538461
2909,Audifonos,1013,27,Portugal,F,1,1,27351
2910,Smartphone,596,126,Barcelona,F,8,2,75096
2911,Monitor,686,98,Barcelona,F,6,11,67228
2912,Teclado,1742,180,Barcelona,F,7,2,313560
2913,Audifonos,522,45,Portugal,M,6,8,23490
2914,Audifonos,1464,100,Barcelona,M,9,1,146400
2915,Smartphone,1867,187,Madrid,F,8,6,349129
2916,Laptop,615,35,Valencia,F,6,8,21525
2917,Audifonos,1753,93,Madrid,M,7,13,163029
2918,Laptop,1516,22,Valencia,F,1,2,33352
2919,Audifonos,1570,223,Madrid,F,7,8,350110
2920,Monitor,1804,31,Madrid,F,6,14,55924
2921,Smartphone,1221,173,Barcelona,F,6,6,211233
2922,Audifonos,777,163,Barcelona,M,6,7,126651
2923,Smartphone,1035,49,Portugal,F,5,10,50715
2924,Monitor,402,219,Valencia,F,8,4,88038
2925,Monitor,1959,115,Barcelona,F,5,14,225285
2926,Mouse,1509,96,Portugal,F,9,11,144864
2927,Teclado,743,71,Barcelona,M,1,8,52753
2928,Monitor,780,278,Madrid,M,2,14,216840
2929,Mouse,334,10,Portugal,F,4,9,3340
2930,Teclado,599,5,Valencia,M,8,5,2995
2931,Smartphone,1590,134,Barcelona,F,3,8,213060
2932,Monitor,1959,8,Barcelona,F,2,3,15672
2933,Teclado,1118,1,Barcelona,M,1,13,1118
2934,Laptop,607,235,Barcelona,M,7,4,142645
2935,Monitor,762,175,Madrid,F,6,14,133350
2936,Smartphone,1822,122,Portugal,F,1,13,222284
2937,Mouse,768,229,Barcelona,F,3,8,175872
2938,Monitor,441,160,Portugal,F,3,4,70560
2939,Smartphone,1860,238,Barcelona,M,5,9,442680
2940,Mouse,1708,156,Portugal,F,6,4,266448
2941,Laptop,1221,82,Madrid,M,1,9,100122
2942,Audifonos,1399,231,Portugal,M,5,5,323169
2943,Mouse,686,110,Barcelona,M,9,9,75460
2944,Monitor,80,249,Madrid,F,4,12,19920
2945,Smartphone,1476,57,Portugal,F,8,5,84132
2946,Monitor,1741,32,Valencia,F,4,14,55712
2947,Laptop,184,101,Madrid,F,4,5,18584
2948,Laptop,543,210,Portugal,F,2,12,114030
2949,Smartphone,1890,227,Madrid,M,5,12,429030
2950,Audifonos,1371,91,Valencia,F,1,1,124761
2951,Teclado,1523,292,Madrid,F,5,5,444716
2952,Laptop,67,87,Barcelona,M,3,13,5829
2953,Mouse,478,138,Portugal,F,3,14,65964
2954,Laptop,1250,254,Portugal,M,8,14,317500
2955,Laptop,1605,140,Barcelona,M,8,3,224700
2956,Laptop,109,163,Barcelona,F,5,12,17767
2957,Teclado,1629,95,Portugal,M,9,1,154755
2958,Smartphone,918,101,Madrid,F,1,11,92718
2959,Laptop,1645,262,Valencia,M,6,10,430990
2960,Teclado,1857,99,Madrid,F,1,12,183843
2961,Mouse,183,188,Portugal,F,1,14,34404
2962,Audifonos,1812,283,Madrid,M,3,2,512796
2963,Mouse,1952,173,Valencia,F,5,3,337696
2964,Smartphone,1091,193,Portugal,F,4,1,210563
2965,Audifonos,652,216,Barcelona,M,4,5,140832
2966,Mouse,1267,221,Portugal,F,1,6,280007
2967,Monitor,1836,88,Valencia,F,7,10,161568
2968,Audifonos,204,8,Barcelona,M,2,5,1632
2969,Audifonos,793,258,Portugal,M,7,9,204594
2970,Mouse,1794,71,Valencia,M,4,9,127374
2971,Monitor,1664,142,Madrid,F,4,4,236288
2972,Laptop,1174,108,Valencia,F,8,14,126792
2973,Audifonos,579,246,Valencia,M,2,6,142434
2974,Audifonos,505,118,Madrid,F,6,6,59590
2975,Monitor,1286,123,Madrid,M,5,5,158178
2976,Laptop,1786,95,Valencia,M,2,5,169670
2977,Laptop,1950,18,Madrid,M,9,7,35100
2978,Laptop,1301,276,Valencia,F,5,5,359076
2979,Monitor,669,65,Portugal,M,6,10,43485
2980,Mouse,1901,269,Valencia,M,9,12,511369
2981,Mouse,65,17,Valencia,M,8,14,1105
2982,Mouse,1402,115,Valencia,M,5,1,161230
2983,Smartphone,498,259,Madrid,M,3,10,128982
2984,Audifonos,297,297,Portugal,F,1,8,88209
2985,Teclado,1622,209,Madrid,F,4,4,338998
2986,Mouse,423,111,Valencia,M,8,7,46953
2987,Teclado,128,222,Valencia,M,2,1,28416
2988,Laptop,1085,28,Barcelona,F,1,5,30380
2989,Monitor,1543,59,Madrid,F,2,3,91037
2990,Mouse,724,41,Madrid,M,8,12,29684
2991,Audifonos,1065,211,Portugal,F,6,10,224715
2992,Monitor,1340,73,Madrid,M,4,1,97820
2993,Teclado,732,154,Madrid,M,7,9,112728
2994,Audifonos,470,292,Valencia,F,4,5,137240
2995,Monitor,1737,144,Madrid,F,7,10,250128
2996,Audifonos,1406,299,Barcelona,F,8,11,420394
2997,Smartphone,1612,151,Barcelona,M,7,2,243412
2998,Laptop,1214,33,Portugal,M,3,12,40062
2999,Laptop,1700,282,Portugal,M,4,13,479400
3000,Mouse,1120,282,Valencia,F,5,14,315840
3001,Smartphone,296,179,Barcelona,M,7,3,52984
3002,Laptop,1919,71,Portugal,F,3,6,136249
3003,Smartphone,910,97,Valencia,M,4,2,88270
3004,Laptop,803,65,Madrid,M,1,8,52195
3005,Teclado,439,196,Barcelona,F,4,13,86044
3006,Laptop,1158,286,Barcelona,M,8,10,331188
3007,Audifonos,997,51,Valencia,F,4,14,50847
3008,Laptop,88,159,Valencia,M,7,12,13992
3009,Mouse,1529,60,Madrid,M,4,10,91740
3010,Laptop,218,210,Barcelona,M,3,3,45780
3011,Smartphone,1881,197,Madrid,F,2,10,370557
3012,Smartphone,429,213,Barcelona,M,1,2,91377
3013,Audifonos,1087,111,Madrid,M,4,6,120657
3014,Smartphone,1602,253,Portugal,M,2,11,405306
3015,Laptop,87,58,Madrid,M,8,11,5046
3016,Mouse,1234,279,Madrid,M,2,13,344286
3017,Audifonos,1348,24,Madrid,F,1,8,32352
3018,Monitor,247,214,Valencia,F,3,8,52858
3019,Smartphone,1389,197,Portugal,M,9,14,273633
3020,Monitor,157,124,Madrid,F,7,10,19468
3021,Monitor,1191,144,Madrid,M,2,14,171504
3022,Smartphone,1148,292,Valencia,F,3,6,335216
3023,Smartphone,1046,223,Barcelona,F,1,9,233258
3024,Mouse,506,90,Madrid,M,2,10,45540
3025,Audifonos,1249,298,Portugal,M,4,10,372202
3026,Mouse,408,15,Madrid,M,3,11,6120
3027,Smartphone,1172,187,Barcelona,F,3,8,219164
3028,Laptop,1091,46,Portugal,M,8,2,50186
3029,Smartphone,1443,143,Valencia,F,1,6,206349
3030,Laptop,242,123,Barcelona,F,4,2,29766
3031,Audifonos,1026,101,Madrid,F,5,4,103626
3032,Audifonos,121,69,Portugal,F,2,9,8349
3033,Audifonos,1598,211,Portugal,M,1,12,337178
3034,Mouse,750,244,Valencia,M,4,9,183000
3035,Audifonos,1890,127,Portugal,M,8,7,240030
3036,Monitor,1434,166,Portugal,F,3,7,238044
3037,Teclado,1819,256,Barcelona,F,5,7,465664
3038,Monitor,1724,139,Madrid,F,9,5,239636
3039,Monitor,1842,260,Madrid,M,2,4,478920
3040,Audifonos,447,155,Barcelona,F,1,11,69285
3041,Monitor,1050,210,Valencia,M,2,11,220500
3042,Laptop,294,9,Valencia,M,3,4,2646
3043,Audifonos,161,229,Barcelona,F,2,7,36869
3044,Monitor,537,84,Madrid,F,9,14,45108
3045,Laptop,204,182,Barcelona,M,1,13,37128
3046,Smartphone,1443,93,Valencia,F,2,1,134199
3047,Teclado,1775,70,Barcelona,M,2,4,124250
3048,Monitor,1272,227,Barcelona,M,6,7,288744
3049,Audifonos,1839,276,Barcelona,F,9,11,507564
3050,Monitor,1832,1,Barcelona,F,1,4,1832
3051,Audifonos,207,88,Madrid,F,8,1,18216
3052,Smartphone,1701,110,Portugal,M,1,4,187110
3053,Smartphone,780,147,Madrid,M,5,9,114660
3054,Smartphone,634,66,Portugal,F,2,11,41844
3055,Monitor,332,59,Madrid,F,9,4,19588
3056,Monitor,236,27,Madrid,F,5,10,6372
3057,Smartphone,624,46,Barcelona,M,3,11,28704
3058,Smartphone,205,16,Portugal,M,3,7,3280
3059,Audifonos,840,186,Barcelona,M,4,10,156240
3060,Laptop,417,299,Portugal,M,5,13,124683
3061,Audifonos,1828,38,Madrid,M,4,5,69464
3062,Laptop,1302,174,Barcelona,F,8,11,226548
3063,Laptop,615,173,Madrid,M,9,1,106395
3064,Audifonos,166,233,Portugal,F,5,14,38678
3065,Mouse,795,13,Barcelona,M,1,4,10335
3066,Laptop,152,233,Madrid,M,9,11,35416
3067,Mouse,831,154,Portugal,M,9,7,127974
3068,Laptop,1134,186,Valencia,M,1,1,210924
3069,Mouse,1927,251,Portugal,M,9,5,483677
3070,Teclado,1885,218,Madrid,F,6,11,410930
3071,Mouse,1507,173,Barcelona,M,3,11,260711
3072,Smartphone,1516,265,Barcelona,F,9,2,401740
3073,Monitor,1513,268,Madrid,F,9,13,405484
3074,Laptop,1728,149,Madrid,F,9,10,257472
3075,Laptop,1754,40,Madrid,F,2,9,70160
3076,Monitor,383,113,Valencia,M,4,7,43279
3077,Mouse,588,272,Portugal,F,2,12,159936
3078,Smartphone,1750,52,Portugal,F,2,4,91000
3079,Mouse,838,254,Valencia,M,3,11,212852
3080,Laptop,401,232,Valencia,F,4,2,93032
3081,Monitor,1892,182,Portugal,F,1,14,344344
3082,Mouse,239,287,Valencia,F,6,2,68593
3083,Teclado,192,84,Madrid,F,9,5,16128
3084,Mouse,622,40,Portugal,F,8,3,24880
3085,Mouse,222,137,Madrid,M,2,11,30414
3086,Laptop,1977,237,Portugal,M,8,14,468549
3087,Laptop,1188,35,Valencia,M,1,13,41580
3088,Audifonos,846,227,Portugal,F,7,7,192042
3089,Teclado,141,157,Madrid,M,7,7,22137
3090,Teclado,1489,102,Madrid,F,7,7,151878
3091,Mouse,177,108,Madrid,F,9,13,19116
3092,Smartphone,557,235,Barcelona,M,9,2,130895
3093,Laptop,690,214,Barcelona,M,4,13,147660
3094,Monitor,1162,35,Madrid,F,3,10,40670
3095,Laptop,1263,221,Portugal,M,4,13,279123
3096,Laptop,497,138,Barcelona,F,7,10,68586
3097,Teclado,827,172,Portugal,M,6,4,142244
3098,Audifonos,138,96,Valencia,F,9,10,13248
3099,Laptop,804,216,Portugal,M,5,3,173664
3100,Smartphone,1971,268,Barcelona,M,7,1,528228
3101,Audifonos,74,119,Portugal,M,6,9,8806
3102,Laptop,682,42,Madrid,F,3,10,28644
3103,Monitor,1727,174,Madrid,M,1,6,300498
3104,Monitor,248,186,Valencia,F,1,11,46128
3105,Smartphone,904,205,Valencia,M,6,6,185320
3106,Teclado,588,179,Madrid,F,5,7,105252
3107,Teclado,437,134,Portugal,F,4,10,58558
3108,Teclado,144,74,Portugal,M,2,1,10656
3109,Laptop,525,236,Barcelona,M,3,9,123900
3110,Monitor,1590,152,Portugal,F,2,5,241680
3111,Mouse,102,143,Barcelona,M,4,6,14586
3112,Audifonos,1002,33,Madrid,M,8,5,33066
3113,Mouse,1545,111,Madrid,M,5,14,171495
3114,Laptop,727,189,Valencia,M,8,3,137403
3115,Audifonos,1077,165,Barcelona,M,4,14,177705
3116,Laptop,915,99,Barcelona,M,2,1,90585
3117,Laptop,547,60,Madrid,F,2,10,32820
3118,Laptop,188,135,Valencia,F,1,11,25380
3119,Teclado,838,188,Barcelona,M,5,11,157544
3120,Audifonos,1543,159,Portugal,M,8,10,245337
3121,Laptop,1936,166,Madrid,M,2,12,321376
3122,Smartphone,1195,275,Portugal,F,8,6,328625
3123,Smartphone,1381,150,Barcelona,F,6,8,207150
3124,Smartphone,1737,228,Valencia,F,7,6,396036
3125,Audifonos,1624,50,Valencia,F,4,11,81200
3126,Mouse,1332,77,Madrid,M,1,5,102564
3127,Mouse,1237,219,Portugal,M,5,4,270903
3128,Laptop,423,46,Barcelona,F,7,5,19458
3129,Audifonos,197,73,Madrid,M,7,2,14381
3130,Mouse,619,133,Valencia,M,1,9,82327
3131,Monitor,1181,172,Portugal,M,6,8,203132
3132,Smartphone,1521,292,Madrid,F,2,6,444132
3133,Laptop,1256,69,Portugal,F,4,6,86664
3134,Monitor,387,159,Portugal,F,8,7,61533
3135,Laptop,1272,35,Portugal,F,4,7,44520
3136,Teclado,895,112,Valencia,M,5,5,100240
3137,Smartphone,677,199,Valencia,F,7,9,134723
3138,Teclado,944,171,Portugal,F,2,9,161424
3139,Smartphone,1751,246,Valencia,F,5,12,430746
3140,Monitor,306,6,Valencia,M,6,6,1836
3141,Mouse,1069,68,Portugal,M,5,13,72692
3142,Mouse,983,207,Barcelona,M,6,6,203481
3143,Teclado,1814,13,Portugal,F,6,9,23582
3144,Teclado,1984,80,Valencia,F,6,4,158720
3145,Audifonos,884,216,Madrid,M,6,12,190944
3146,Mouse,1931,297,Valencia,F,4,9,573507
3147,Audifonos,476,65,Madrid,F,5,6,30940
3148,Laptop,1311,64,Portugal,F,9,13,83904
3149,Monitor,1198,150,Portugal,F,6,4,179700
